"","Crew","Site","SiteCode","DissolvedOxygen","WaterTemp","Volume","Comments","UnitLength","MaxDepth","Tributary","PoolStudyDate","SampleNumber","AvgWidth","AvgDepth","RiffleCrestThalweg","RiffleLength","PoolTailCrest","Canopy","AlgaeColor","AlgaeCover","RiffleAvgWidth","RiffleAvgDepth","Discharge_cfs","Connected","PoolArea","RiffleArea","Year","DischargeComments","TripID","HabitatID","CohoYOY_Pass1","CohoParr_Pass1","SteelheadYOY_Pass1","SteelheadParr_Pass1","Date_Pass1","CohoYOY_Pass2","CohoParr_Pass2","SteelheadYOY_Pass2","SteelheadParr_Pass2","Date_Pass2","Observers_Pass1","Observers_Pass2","Average_DO","Average_Temperature","Min_DO","Max_DO","Max_Temperature","ReachType","CohoYOY_MAX","SteelheadYOY_MAX","SteelheadParr_MAX","NA.","NA..1"
"40","ER CO SF ","PS-GRE-P4","RR-GRE-014.12",5.78,16.5,14.015085,NA,22.79904,53.9496,"Green Valley Creek","2017-07-24",4,3.592286,17.112325,5.4864,3.53568,4.8768,NA,"B",2,1.24968,NA,0.0639464178521707,"BOTH",81.900628,4.418467,2017,NA,"PSRR-GRE-14.122017072414760","HPSRR-GRE-14.122017072414760",60,0,15,0,42940,48,0,12,2,2017-07-26,"ER","TC",6.90885416666667,16.95375,5.78,8.27,17.82,"clay",60,15,2,NA,NA
"41","SF CO ER ","PS-GRE-P3","RR-GRE-013.91",4.73,16.6,8.204559,"Intermittency logger came out of water and detached from stake. Subtracted 1.7 ft from pool T5, 2.3 from T6, and 1.9 from T7 to account for increased exposure of LWD in transects.",14.26464,63.7032,"Green Valley Creek","2017-07-24",4,2.82702,20.3454,3.3528,5.76072,4.2672,NA,"B",2,1.08712,NA,0.0599689762125742,"BOTH",40.326405,6.26259,2017,NA,"PSRR-GRE-13.912017072418780","HPSRR-GRE-13.912017072418780",22,0,10,0,42940,16,0,22,0,2017-07-26,"ER","TC",4.87479166666666,16.9677083333333,3.84,5.99,17.62,"clay",22,22,0,NA,NA
"42","ER CO  ","PS-DUT-P1","RR-DUT-001.96",5.27,16,21.848068,"PTC is Dry; moved the RCT intermittency logger to the true RCT , leaves stacked up on stake causing scour",38.37432,85.9536,"Dutch Bill Creek","2017-07-25",4,2.99466,19.0119,4.572,8.16864,0,NA,NA,1,0.98552,NA,0.110263359358099,"UP ONLY",114.917992,8.050354,2017,"Getting skinny","PSRR-DUT-1.962017072502780","HPSRR-DUT-1.962017072502780",0,0,2,0,42941,0,0,2,0,2017-07-26,"ER","TC",5.5615625,16.1695833333333,5,6.68,16.6,"alluvial",0,2,0,NA,NA
"43","ER CO  ","PS-DUT-P2","RR-DUT-002.79",2.66,16.6,17.763755,"Intermittency logger is still in tailout of above pool but riffle is dry and flow is subsurface",25.87752,53.9496,"Dutch Bill Creek","2017-07-25",4,3.23469,21.2217,0,10.9728,4.2672,NA,"M",2,1.05664,NA,NA,"DOWN ONLY",83.705719,11.594292,2017,NA,"PSRR-DUT-2.792017072506920","HPSRR-DUT-2.792017072506920",0,0,2,1,42941,0,0,2,0,2017-07-26,"ER","TC",1.86354166666667,16.7385416666666,1.41,2.36,17.66,"alluvial",0,2,1,NA,NA
"44","ER CO  ","PS-DUT-P3","RR-DUT-004.40",7.57,17.6,20.062079,NA,24.44496,48.768,"Dutch Bill Creek","2017-07-25",4,4.80822,17.0688,15.5448,14.9352,14.9352,NA,"B",2,1.9812,NA,0.481097985590375,"BOTH",117.536695,29.589606,2017,NA,"PSRR-DUT-4.402017072510100","HPSRR-DUT-4.402017072510100",62,0,10,0,42941,66,0,12,0,2017-07-26,"ER","TC",6.98895833333333,16.814375,5.91,7.59,17.82,"alluvial",66,12,0,NA,NA
"45","ER CO  ","PS-DUT-P4","RR-DUT-007.10",9.26,17,45.895484,NA,37.4904,95.7072,"Dutch Bill Creek","2017-07-25",4,5.05206,24.2316,9.144,7.0104,8.2296,NA,"B",2,2.91592,NA,0.0537517880156347,"BOTH",189.403669,20.441755,2017,"Poor flow site location","PSRR-DUT-7.102017072513760","HPSRR-DUT-7.102017072513760",147,0,24,3,42941,150,0,21,3,2017-07-26,"ER","TC",8.769375,16.27875,8.35,9.82,17.14,"bedrock",150,24,3,NA,NA
"46","CO ER SS ","PS-MIL-P2","RR-MIL-000.57",7.14,17.3,19.677843,NA,19.2024,64.008,"Mill Creek","2017-07-27",4,4.06908,25.1841,6.096,9.50976,6.7056,NA,NA,1,3.00736,NA,0.811428105720063,"BOTH",78.136068,28.599258,2017,NA,"PSRR-MIL-0.572017072776120","HPSRR-MIL-0.572017072776120",0,0,20,0,42942,2,0,12,0,2017-07-27,"TC","CO",6.96625,18.471875,6.53,7.46,20.34,"alluvial",2,20,0,NA,NA
"47","CO ER SS ","PS-MIL-P3","RR-MIL-006.59",9.55,19.7,54.193074,NA,33.8328,79.8576,"Mill Creek","2017-07-27",4,5.28828,30.2895,14.3256,3.16992,9.144,NA,"B",2,1.70688,NA,1.48943491645921,"BOTH",178.917243,5.410671,2017,NA,"PSRR-MIL-6.592017072788360","HPSRR-MIL-6.592017072788360",166,0,32,0,42942,188,0,46,0,2017-07-27,"TC","CO",8.88260416666667,18.635625,8.12,9.67,21.08,"bedrock",188,46,0,NA,NA
"48","CO ER SS ","PS-MIL-P4","RR-MIL-013.39",9.39,17.6,33.03166,"Marked RCT does not seem to be the control. Measured more likely RCT at 0.24'. Flagged location. ",19.56816,97.536,"Mill Creek","2017-07-27",4,4.30149,39.243,12.4968,12.86256,8.2296,NA,"B",2,3.76936,NA,0.759754342271816,"BOTH",84.172208,48.483596,2017,NA,"PSRR-MIL-13.392017072782000","HPSRR-MIL-13.392017072782000",138,0,12,3,42942,171,0,24,3,2017-07-27,"TC","CO",8.76593750000001,17.4020833333333,8.31,9.41,18.64,"bedrock",171,24,3,NA,NA
"49","ER CO SS ","PS-MIL-P1","RR-MIL-000.31",8.08,17.5,27.96034,"Staff depth is max depth",41.69664,57.912,"Mill Creek","2017-07-27",4,2.96799,22.5933,10.0584,3.5052,6.096,NA,"B",2,1.47828,NA,0.922823128711489,"BOTH",123.755157,5.181665,2017,NA,"PSRR-MIL-0.312017072772340","HPSRR-MIL-0.312017072772340",0,0,84,0,42942,0,0,36,2,2017-07-27,"TC","CO",7.72125,18.7245833333333,6.64,9.86,20.32,"alluvial",0,84,2,NA,NA
"50","ER MT  ","PS-GRE-P2","RR-GRE-012.79",7.58,16.6,14.698499,NA,16.48968,61.2648,"Green Valley Creek","2017-08-07",5,4.56057,19.5453,4.8768,3.84048,2.7432,NA,"B",2,1.9304,NA,0.118202808394604,"BOTH",75.202308,7.413659,2017,NA,"PSRR-GRE-12.792017080727600","HPSRR-GRE-12.792017080727600",28,0,24,0,42954,52,0,22,0,2017-08-09,"MT","TC",7.3228125,17.2516666666667,6.76,8.79,19.24,"alluvial",52,24,0,NA,NA
"51","ER MT  ","PS-GRE-P3","RR-GRE-013.91",4.19,17,7.802373,NA,14.26464,65.2272,"Green Valley Creek","2017-08-07",5,2.72415,20.0787,2.4384,5.76072,4.572,NA,"B",2,1.0668,NA,0.0479465568382451,"BOTH",38.859002,6.145533,2017,NA,"PSRR-GRE-13.912017080735220","HPSRR-GRE-13.912017080735220",14,0,12,0,42954,20,0,14,0,2017-08-09,"MT","TC",4.35583333333333,16.8152083333333,3.3,5.24,17.52,"clay",20,14,0,NA,NA
"52","ER MT  ","PS-GRE-P4","RR-GRE-014.12",6.06,17.2,13.828216,NA,22.79904,49.9872,"Green Valley Creek","2017-08-07",5,3.544388,17.112325,5.7912,3.53568,4.572,NA,NA,1,1.35128,NA,0.0259297855394979,"BOTH",80.808619,4.777691,2017,NA,"PSRR-GRE-14.122017080739000","HPSRR-GRE-14.122017080739000",32,0,6,0,42954,34,0,12,0,2017-08-09,"MT","TC",5.601875,16.8866666666667,4.78,6.16,17.76,"clay",34,12,0,NA,NA
"53","MT ER  ","PS-GRE-P1","RR-GRE-012.04",6.65,16.6,10.210441,NA,28.59024,51.816,"Green Valley Creek","2017-08-07",5,2.33172,15.3162,2.7432,9.4488,2.7432,NA,NA,1,1.2192,NA,0.099771761732966,"BOTH",66.664406,11.519972,2017,NA,"PSRR-GRE-12.042017080722140","HPSRR-GRE-12.042017080722140",30,0,28,0,42954,36,0,26,0,2017-08-09,"MT","TC",8.94479166666667,17.3954166666667,6.65,10.7,18.78,"bedrock",36,28,0,NA,NA
"54","ER AM  ","PS-DUT-P1","RR-DUT-001.96",2.12,15.7,2.637819,NA,19.29384,64.9224,"Dutch Bill Creek","2017-08-08",5,1.47066,9.2964,0,0,0,NA,NA,1,0,NA,NA,"NEITHER",28.374667,0,2017,NA,"PSRR-DUT-1.962017080809440","HPSRR-DUT-1.962017080809440",0,0,1,0,42955,0,0,5,0,2017-08-09,"AM","TC",1.76614583333333,16.0127083333333,1.15,2.29,16.48,"alluvial",0,5,0,NA,NA
"55","ER AM  ","PS-DUT-P2","RR-DUT-002.79",2.29,16.3,16.628834,NA,25.87752,53.9496,"Dutch Bill Creek","2017-08-08",5,3.2004,20.0787,0,8.6868,4.2672,NA,"M",2,0.95504,NA,NA,"DOWN ONLY",82.818379,8.296237,2017,NA,"PSRR-DUT-2.792017080811360","HPSRR-DUT-2.792017080811360",0,0,5,0,42955,0,0,3,0,2017-08-09,"AM","TC",0.798541666666667,16.5208333333333,0.13,2.42,17.28,"alluvial",0,5,0,NA,NA
"56","ER AM  ","PS-DUT-P3","RR-DUT-004.40",7.03,16.1,20.181804,NA,24.44496,48.768,"Dutch Bill Creek","2017-08-08",5,4.7625,17.3355,14.3256,14.9352,14.3256,NA,NA,1,1.94056,NA,0.361455340055335,"BOTH",116.419072,28.982636,2017,"In rt1","PSRR-DUT-4.402017080813460","HPSRR-DUT-4.402017080813460",56,0,8,0,42955,38,0,2,0,2017-08-09,"AM","TC",7.30677083333333,16.731875,4.77,8.57,17.88,"alluvial",56,8,0,NA,NA
"57","ER AM  ","PS-DUT-P4","RR-DUT-007.10",8.55,16.2,48.391464,"New cobble added by ww between transect 3 and 4",37.4904,93.2688,"Dutch Bill Creek","2017-08-08",5,5.21208,24.765,9.7536,7.0104,5.7912,NA,"B",2,2.41808,NA,0.313203908455944,"BOTH",195.40288,16.9517,2017,NA,"PSRR-GRE-14.122017080818260","HPSRR-GRE-14.122017080818260",150,0,18,3,42955,168,0,18,3,2017-08-09,"AM","TC",8.56822916666667,16.2745833333333,7.53,9.89,16.66,"bedrock",168,18,3,NA,NA
"58","ER CO  ","PS-MIL-P1","RR-MIL-000.31",7.2,17.9,25.803455,NA,41.69664,56.6928,"Mill Creek","2017-08-10",5,2.83464,21.8313,7.62,3.5052,4.572,NA,"B",2,1.2192,NA,0.37037146774461,"BOTH",118.194913,4.273538,2017,NA,"PSRR-MIL-0.312017081080980","HPSRR-MIL-0.312017081080980",0,0,48,3,42956,0,0,42,0,2017-08-10,"TC","ER",7.83208333333333,18.7354166666667,6.43,10.31,20.36,"alluvial",0,48,3,NA,NA
"59","ER CO  ","PS-MIL-P2","RR-MIL-000.57",6.09,17.6,19.184856,NA,19.2024,62.484,"Mill Creek","2017-08-10",5,4.01574,24.8793,4.8768,9.50976,5.4864,NA,"B",2,3.15976,NA,0.321294487367619,"BOTH",77.111813,30.048544,2017,NA,"PSRR-MIL-0.572017081085360","HPSRR-MIL-0.572017081085360",6,0,30,3,42956,6,0,39,0,2017-08-10,"TC","ER",5.91375,18.2708333333333,5.7,6.14,19.32,"alluvial",6,39,3,NA,NA
"60","ER CO  ","PS-MIL-P3","RR-MIL-006.59",9.5,18.7,55.670852,NA,33.8328,78.3336,"Mill Creek","2017-08-10",5,5.23494,31.4325,13.716,3.16992,8.2296,NA,"B",2,1.50876,NA,1.11425605296946,"BOTH",177.112602,4.782646,2017,NA,"PSRR-MIL-6.592017081092140","HPSRR-MIL-6.592017081092140",136,0,30,0,42956,164,0,32,0,2017-08-10,"TC","ER",8.59291666666666,18.5883333333333,7.9,9.53,20.46,"bedrock",164,32,0,NA,NA
"61","ER CO  ","PS-MIL-P4","RR-MIL-013.39",8.95,18.2,32.696478,"Alt RCT .25",19.56816,95.7072,"Mill Creek","2017-08-10",5,4.2291,39.5097,12.192,12.86256,6.7056,NA,"B",2,3.42392,NA,0.471330825048361,"BOTH",82.75567,44.040356,2017,NA,"PSRR-MIL-13.392017081097180","HPSRR-MIL-13.392017081097180",86,0,14,0,42956,154,0,12,0,2017-08-10,"TC","ER",8.489375,17.42375,7.72,9.04,18.44,"bedrock",154,14,0,NA,NA
"62","CO ER CS ","PS-GRE-P1","RR-GRE-012.04",6.76,16.3,9.773428,NA,28.59024,53.34,"Green Valley Creek","2017-08-21",6,2.37363,14.4018,3.3528,9.4488,5.1816,NA,"B",2,1.00584,NA,0.0897196385256183,"BOTH",67.862622,9.503977,2017,NA,"PSRR-GRE-12.042017082134380","HPSRR-GRE-12.042017082134380",34,0,30,0,42968,36,0,32,0,2017-08-23,"ER","TC",6.865625,16.5120833333333,6.39,7.39,16.8,"bedrock",36,32,0,NA,NA
"63","CS CO ER ","PS-GRE-P3","RR-GRE-013.91",3.99,16.2,8.917944,NA,14.26464,62.1792,"Green Valley Creek","2017-08-21",6,2.95656,21.1455,3.6576,5.76072,4.572,NA,"B",2,1.05664,NA,0.0409687773116086,"BOTH",42.174246,6.087003,2017,"SRCD Pygmy. Corrected site code and staff reading on 3.13.18","PSRR-GRE-13.912017082145120","HPSRR-GRE-13.912017082145120",16,0,6,0,42968,16,0,8,0,2017-08-23,"ER","TC",4.1475,16.1116666666667,3.41,4.89,16.34,"clay",16,8,0,NA,NA
"64","CS ER CO ","PS-GRE-P2","RR-GRE-012.79",7.33,16.4,13.876973,"Downstream riffle dry.",16.48968,58.8264,"Green Valley Creek","2017-08-21",6,4.37388,19.2405,5.7912,3.84048,0,NA,"B",2,1.68656,NA,0.0688831353407104,"UP ONLY",72.123851,6.477197,2017,NA,"PSRR-GRE-12.792017082139900","HPSRR-GRE-12.792017082139900",69,0,24,0,42968,38,0,22,2,2017-08-23,"ER","TC",7.013125,16.4372916666667,6.36,7.91,16.88,"alluvial",69,24,2,NA,NA
"65","CS ER CO ","PS-GRE-P4","RR-GRE-014.12",6.06,16.2,13.574871,NA,22.79904,51.816,"Green Valley Creek","2017-08-21",6,3.62712,16.415644,5.4864,3.53568,4.8768,NA,"B",2,1.35128,NA,0.0458096898997367,"BOTH",82.694818,4.777691,2017,"SRCD Pygmy","PSRR-GRE-14.122017082148900","HPSRR-GRE-14.122017082148900",51,0,9,3,42968,48,0,12,3,2017-08-23,"ER","TC",5.6515625,16.065,4.4,6.69,16.3,"clay",51,12,3,NA,NA
"66","ER   ","PS-DUT-P2","RR-DUT-002.79",2.55,16.2,15.439107,NA,25.87752,53.0352,"Dutch Bill Creek","2017-08-22",6,3.16992,18.8214,0,8.2296,3.048,NA,"M",2,0.95504,NA,NA,"NEITHER",82.029633,7.859593,2017,NA,"PSRR-DUT-2.792017082219640","HPSRR-DUT-2.792017082219640",0,0,8,0,42969,0,0,4,2,2017-08-23,"CO","TC",0.759895833333333,16.3010416666667,0,2,17,"alluvial",0,8,2,NA,NA
"67","ER CO  ","PS-DUT-P1","RR-DUT-001.96",1.79,15.5,0.082735,NA,9.4488,38.4048,"Dutch Bill Creek","2017-08-22",6,0.39624,2.2098,0,0,0,NA,NA,1,0,NA,NA,"NEITHER",3.743991,0,2017,NA,"PSRR-DUT-1.962017082217660","HPSRR-DUT-1.962017082217660",0,0,3,0,42969,0,0,2,0,2017-08-23,"CO","TC",2.12621621621622,15.4751351351351,1.79,2.5,15.62,"alluvial",0,3,0,NA,NA
"68","ER CO  ","PS-DUT-P3","RR-DUT-004.40",7.02,15.9,19.47662,NA,24.44496,48.4632,"Dutch Bill Creek","2017-08-22",6,4.72059,16.8783,15.24,14.9352,11.8872,NA,NA,1,1.95072,NA,0.428169142029962,"BOTH",115.394584,29.134381,2017,"Moved flow site upstream 10m ","PSRR-DUT-4.402017082223360","HPSRR-DUT-4.402017082223360",44,0,4,0,42969,48,0,8,0,2017-08-23,"CO","TC",6.12208333333333,16.3375,3.3,7.45,17.3,"alluvial",48,8,0,NA,NA
"69","ER CO  ","PS-DUT-P4","RR-DUT-007.10",8.92,16.4,48.662321,NA,37.4904,95.0976,"Dutch Bill Creek","2017-08-22",6,5.18541,25.0317,8.8392,7.0104,7.62,NA,"B",2,1.76784,NA,0.238285820933047,"BOTH",194.403011,12.39326,2017,NA,"PSRR-DUT-7.102017082229900","HPSRR-DUT-7.102017082229900",98,0,12,0,42969,86,0,10,0,2017-08-23,"CO","TC",8.33729166666667,15.92625,7.32,8.92,16.54,"bedrock",98,12,0,NA,NA
"70","ER CO  ","PS-MIL-P1","RR-MIL-000.31",7.03,16.8,23.751404,NA,41.69664,55.4736,"Mill Creek","2017-08-24",6,2.81559,20.2311,6.7056,3.5052,5.4864,NA,"B",2,1.28016,NA,0.292948829794116,"BOTH",117.400592,4.487215,2017,"rcd Pygmy, in riffle transect 1.","PSRR-MIL-0.312017082490280","HPSRR-MIL-0.312017082490280",0,0,98,8,42970,4,0,40,0,2017-08-24,"TC","ER",6.9884375,17.8875,6.16,8.6,19.64,"alluvial",4,98,8,NA,NA
"71","ER CO  ","PS-MIL-P2","RR-MIL-000.57",5.25,16.7,17.898009,NA,19.2024,62.1792,"Mill Creek","2017-08-24",6,3.92049,23.7744,4.572,9.50976,4.8768,NA,"B",2,2.51968,NA,0.173046661720935,"BOTH",75.282785,23.96154,2017,"Rcd pygmy","PSRR-MIL-0.572017082493940","HPSRR-MIL-0.572017082493940",4,0,34,0,42970,6,0,16,0,2017-08-24,"TC","ER",4.89020833333333,17.2475,3.92,5.65,17.6,"alluvial",6,34,0,NA,NA
"72","ER CO  ","PS-MIL-P3","RR-MIL-006.59",9.87,16.9,54.407494,NA,33.8328,79.5528,"Mill Creek","2017-08-24",6,5.20446,30.8991,13.716,3.16992,9.4488,NA,"B",2,1.524,NA,1.05642910779492,"BOTH",176.081378,4.830956,2017,"RCD pygmy","PSRR-MIL-6.592017082400780","HPSRR-MIL-6.592017082400780",152,0,50,4,42970,225,0,54,0,2017-08-24,"TC","ER",8.89958333333333,17.445,8.22,9.97,19.28,"bedrock",225,54,4,NA,NA
"73","ER CO  ","PS-MIL-P4","RR-MIL-013.39",9.2,16.9,29.912588,"Alt RCT .26",19.56816,94.7928,"Mill Creek","2017-08-24",6,4.23672,36.0807,6.096,12.86256,7.3152,NA,"B",2,3.7084,NA,0.446149445209102,"BOTH",82.904779,47.699494,2017,"Rcd pygmy","PSRR-MIL-13.392017082406840","HPSRR-MIL-13.392017082406840",86,0,30,2,42970,150,0,24,0,2017-08-24,"TC","ER",8.7578125,16.371875,8.31,9.32,17.26,"bedrock",150,30,2,NA,NA
"74","CD ER ZR ","PS-GRE-P2","RR-GRE-012.79",3.02,18,3.723585,"Pulled riffle cam and intermittency logger because the riffle dried. No flow measured.",13.19784,47.244,"Green Valley Creek","2017-09-05",7,2.39649,11.7729,0,0,0,NA,"B",2,0,NA,NA,"NEITHER",31.628478,0,2017,NA,"PSRR-GRE-12.792017090532420","HPSRR-GRE-12.792017090532420",34,0,28,0,42983,52,0,20,0,2017-09-07,"ZR","TC",2.2678125,19.03,1.55,4.12,20.6,"alluvial",52,28,0,NA,NA
"75","ER ZR CD ","PS-GRE-P1","RR-GRE-012.04",5.68,18.3,8.941482,"Flag at PTC is blocked with leaf litter. Actually PTC is approximately 1ft towards RR",28.59024,54.864,"Green Valley Creek","2017-09-05",7,2.18313,14.3256,1.524,9.4488,3.3528,NA,"B",2,0.94488,NA,0.0327432351202449,"BOTH",62.416184,8.927978,2017,NA,"PSRR-GRE-12.042017090527200","HPSRR-GRE-12.042017090527200",30,0,22,2,42983,54,0,54,0,2017-09-07,"ZR","TC",5.6721875,18.7616666666667,0.75,8.56,19.22,"bedrock",54,54,2,NA,NA
"76","ER ZR CD ","PS-GRE-P4","RR-GRE-014.12",3.81,18.4,12.009936,NA,22.79904,50.5968,"Green Valley Creek","2017-09-05",7,3.496491,15.065807,4.572,3.53568,3.3528,NA,"B",2,1.17856,NA,0.010869325,"BOTH",79.71661,4.167009,2017,"Spin test: 58","PSRR-GRE-14.122017090537580","HPSRR-GRE-14.122017090537580",18,0,12,3,42983,39,0,12,6,2017-09-07,"ZR","TC",1.56020833333333,18.5445833333333,-0.05,5.01,18.9,"clay",39,12,6,NA,NA
"77","ZR ER CD ","PS-GRE-P3","RR-GRE-013.91",1.97,17.3,7.600794,"Riffle transect 3 rr flag moved, unsure if new place, net is correct

Subtracted wood from pool transect 6 (-1.5) and transect 7(-1.4)",14.26464,62.1792,"Green Valley Creek","2017-09-05",7,2.7051,19.6977,2.4384,5.76072,2.7432,NA,"B",2,0.73152,NA,0.00303425672853828,"BOTH",38.587261,4.21408,2017,"Spin test: 44s, transect about 2ft upstream of flag","PSRR-GRE-13.912017090534700","HPSRR-GRE-13.912017090534700",12,0,10,0,42983,20,0,22,0,2017-09-07,"ZR","TC",0.156979166666667,17.8166666666666,-0.01,1.45,18.06,"clay",20,22,0,NA,NA
"78","AM ER  ","PS-DUT-P2","RR-DUT-002.79",1.29,16.2,2.0434,NA,18.92808,33.8328,"Dutch Bill Creek","2017-09-06",7,1.4097,7.6581,0,0,0,NA,"B",2,0,NA,NA,"NEITHER",26.682903,0,2017,NA,"PSRR-DUT-2.792017090614560","HPSRR-DUT-2.792017090614560",0,0,7,0,42984,0,0,7,0,2017-09-07,"ER","TC",0.383541666666667,16.6404166666667,0,1.03,18.14,"alluvial",0,7,0,NA,NA
"79","AM ER  ","PS-DUT-P3","RR-DUT-004.40",5.18,16.6,17.380941,NA,24.44496,46.3296,"Dutch Bill Creek","2017-09-06",7,4.51866,15.7353,12.4968,14.9352,10.668,NA,"B",1,1.88976,NA,0.0975319363342046,"BOTH",110.458415,28.223931,2017,"Srcd meter spin test 65+ seconds ","PSRR-DUT-4.402017090617260","HPSRR-DUT-4.402017090617260",48,0,6,0,42984,46,0,6,0,2017-09-07,"ER","TC",2.96885416666667,17.128125,-0.05,11.15,17.68,"alluvial",48,6,0,NA,NA
"80","AM ER  ","PS-DUT-P4","RR-DUT-007.10",7.04,17.1,46.22593,NA,37.4904,96.012,"Dutch Bill Creek","2017-09-06",7,5.12064,24.0792,7.62,7.0104,5.7912,NA,"B",2,1.36144,NA,0.0909172711411864,"BOTH",191.974759,9.544233,2017,"Srcd 65+","PSRR-DUT-7.102017090621040","HPSRR-DUT-7.102017090621040",120,0,15,0,42984,82,0,10,2,2017-09-07,"ER","TC",5.22114583333333,17.538125,1.55,7.41,18.1,"bedrock",120,15,2,NA,NA
